Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
Dialogos Modo Historia,,,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Actors
ID,Portrait,AltPortraits,SpritePortrait,AltSpritePortraits,Name,Pictures,Description,IsPlayer,NodeColor,Display Name
Number,Special,Special,Special,Special,Text,Files,Text,Boolean,Text,Text
1,,[],,[],André,[],Player principal,True,Blue,
2,,[],,[],Mãe,[],Mãe do player,False,#d10699ff,
3,,[],,[],Tutorial,[],Tutorial Inicial,False,Gray,
4,,[],,[],Pai,[],Pai do  Player,False,#19b90dff,
7,,[],,[],Paulo,[],O primeiro vizinho do player,False,#dad500ff,Paulo
8,,[],,[],Atendente do hospital,[],,False,#b66dfaff,Atendente do hospital
9,,[],,[],Agente de zoonoses,[],,False,#f77d7dff,Agente de zoonoses
10,,[],,[],Charlinho,[],Menino que toma a picada,False,{{omit}},{{omit}}
11,,[],,[],Pai do Charlinho,[],Pai do menino que toma a picada,False,#e9982fff,Pai do Charlinho
12,,[],,[],Pai (Player),[],Quando o jogador assume o controle do pai,True,{{omit}},Pai
13,,[],,[],André (NPC),[],Quando o André se torna um personagem não jogável.,False,{{omit}},André
Items
ID,Name,Pictures,Description,Success Description,Failure Description,State,Is Item,Display Name,Trackable,Track,Entry Count,Entry 2 State,Entry 2,Entry 1,Entry 1 State,Quest2_2.QtdPilhasEntulho,Entry 3 State,Entry 3,Entry 4 State,Entry 4
Number,Text,Files,Text,Text,Text,Text,Boolean,Text,Boolean,Boolean,Number,Text,Text,Text,Text,Number,Text,Text,Text,Text
1,Quest1,[],Mamãe pediu para que eu guardasse todos os meus brinquedos na prateleira,Eu guardei todos os brinquedos na prateleira,Ainda não consegui guardar todos os brinquedos na prateleira,unassigned,False,Guarde os Brinquedos,True,True,2,unassigned,[var=Quest1.TotalToysOnShelf]/[var=Quest1.TotalSlots] Brinquedos Guardados,Suba até seu quarto,active,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
4,Quest2,[],"Falar com o vizinho, falar com o pai, assume o controle do pai e então limpa o quintal",,,unassigned,False,Prevenir Escorpiões,True,True,3,unassigned,Peça ajuda do seu pai para limpar o quintal.,"Fale com Paulo, o seu vizinho da frente.",active,0,unassigned,[var=Quest2_2.QtdPilhasEntulhoLimpas]/ [var=Quest2_2.QtdPilhasEntulho] Limpas,{{omit}},{{omit}}
5,Introducao,[],Apenas a animação da introdução,,,unassigned,False,{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}},{{omit}}
6,Quest3,[],Acontece a Picada,,,unassigned,False,O que fazer em caso de picada?,True,True,4,unassigned,Vá até o hospital mais próximo!,Convide o Charlinho para brincar.,unassigned,{{omit}},unassigned,Fale com a atendente.,unassigned,Comunique a Zoonozes
Locations
ID
Number
Variables
ID,Name,Initial Value,Description,InitialValueType
Number,Text,Boolean,Text,Text
10,Quest1.BrinquedosGuardados,False,,Boolean
1,Quest1.TotalToysOnShelf,0,Quantidades de brinquedos guardadas pelo jogador,Number
2,Quest1.TotalSlots,3,Quantidades de brinquedos que devem ser guardadas,Number
3,Tutorial.IndicadorPorta,False,Habilita/Desabilita o indicador de posicao,Boolean
7,Quest2_2.QtdPilhasEntulho,6,Quantidade de pilhas de entulho a serem limpas,Number
8,Quest2_2.QtdPilhasEntulhoLimpas,5,Quantidade de pilha de entulho limpa pelo jogador,Number
15,Quest3_1.StartTimer,False,Start timer counter,Boolean
12,Quest3_1.FailedMission,False,Choose this option and you'll fail on the mission,Boolean
13,Quest3_1.SuccessMission,True,This option make possible the mission been successfull,Boolean
16,Apples.EarnApples,20,Right answer,Number
17,Apples.LoseApples,-10,Wrong answer,Number
19,TRILHA.FALAR_COM_VIZINHO1,False,trilha que induz o jogador a falar com o vizinho1,Boolean
Conversations
ID,Title,Description,Actor,Conversant,Overrides
Number,Text,Text,Actor,Actor,JSON
1,Quest1: Guardar Brinquedos,,1,2,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
2,Tutorial,Ensina o Jogador sobre os comandos básicos do jogo,1,2,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
3,CENA1: Encontro com Escorpião,,1,4,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
4,CENA2: Vizinho Alerta Sobre Cuidados com Escorpiões,,1,7,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
5,Quest2: Limpar lixo do quintal,,1,4,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
6,Quest3: Acontece a picada,,1,11,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
7,CENA3: Conversa com atendente do hospital,,1,8,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
8,CENA4: Responder questões agente de zoonoses,,1,9,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
9,Quest2 - Pai fala com André,,4,1,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
10,BARK_ENTULHO,,1,11,"{""useOverrides"":false,""overrideSubtitleSettings"":false,""showNPCSubtitlesDuringLine"":true,""showNPCSubtitlesWithResponses"":true,""showPCSubtitlesDuringLine"":false,""skipPCSubtitleAfterResponseMenu"":false,""subtitleCharsPerSecond"":30.0,""minSubtitleSeconds"":2.0,""continueButton"":0,""overrideSequenceSettings"":false,""defaultSequence"":"""",""defaultPlayerSequence"":"""",""defaultResponseMenuSequence"":"""",""overrideInputSettings"":false,""alwaysForceResponseMenu"":true,""includeInvalidEntries"":false,""responseTimeout"":0.0,""emTagForOldResponses"":0,""emTagForInvalidResponses"":0,""cancelSubtitle"":{""key"":27,""buttonName"":""""},""cancelConversation"":{""key"":27,""buttonName"":""""}}"
DialogueEntries
entrytag,ConvID,ID,Actor,Conversant,Title,MenuText,DialogueText,IsGroup,FalseConditionAction,ConditionPriority,Conditions,Script,Sequence,Description,Response Menu Sequence,EventGuid,canvasRect
Text,Number,Number,Number,Number,Text,Text,Text,Boolean,Special,Special,Text,Text,Text,Text,Text,Text,Text
André_1_0,1,0,1,2,START,,,False,Block,Normal,,,None(),,,,336;48
Mãe_1_1,1,1,2,1,,,Você pode ir depois que organizar seus brinquedos. Vá até seu quarto e guarde os brinquedos na prateleira.,False,Block,Normal,"CurrentQuestState(""Quest1"") == ""unassigned""","SetQuestState(""Quest1"", ""active"")",AudioWait(entrytag);\nAnimatorTrigger(Conversar);\nrequired AnimatorTrigger(Conversar)@{{end}};,,,,72;216
Mãe_1_2,1,2,2,1,,,Termine de guardar seus brinquedos antes de sair para brincar.,False,Block,Normal,"CurrentQuestState(""Quest1"") == ""active"" and (Variable[""Quest1.TotalToysOnShelf""] < 3)",,AudioWait(entrytag);\nAnimatorTrigger(Conversar);\nrequired AnimatorTrigger(Conversar)@{{end}};,,,,336;192
Mãe_1_9,1,9,2,1,,,"Sim, pode ir brincar lá fora.",False,Block,Normal,"Variable[""Quest1.TotalToysOnShelf""] >= Variable[""Quest1.TotalSlots""]","SetQuestState(""Quest1"", ""success"");\nSetQuestState(""Quest2"", ""active"");\nSetQuestEntryState(""Quest2"", 1, ""active"");",AudioWait(entrytag);\nAnimatorTrigger(Conversar);\nrequired AnimatorTrigger(Conversar)@{{end}};,,,,600;192
André_1_10,1,10,1,2,,,Mamãe! Posso ir brincar lá fora? [auto],False,Block,Normal,,AllowMovement(false);,"AudioWait(entrytag);\nAnimatorTrigger(conversar, , pararDeFalar);\nrequired AnimatorTrigger(pararDeFalar, , conversar)@{{end}};",,,,336;120
André_1_11,1,11,1,2,,,,False,Block,Normal,,"AllowMovement(true);\nShowAlert(""Suba até seu quarto!"");",,,{{omit}},{{omit}},96;288
André_1_12,1,12,1,2,,,,False,Block,Normal,,AllowMovement(true);,,,{{omit}},{{omit}},312;288
André_1_13,1,13,1,2,,,,False,Block,Normal,,"AllowMovement(true);\nShowAlert(""Saia de casa e fale com seu vizinho !"");",,,{{omit}},{{omit}},600;264
André_2_0,2,0,1,2,START,,,False,Block,Normal,,,None(),,,,80;50
Tutorial_2_1,2,1,3,2,,,Aqui começa a sua aventura!,False,Block,Normal,,,,,,,80;134
Tutorial_2_2,2,2,3,2,,,Mova o mouse para olhar ao redor,False,Block,Normal,,,Continue()@Message(Tutorial.CameraMovement),,,,80;218
Tutorial_2_3,2,3,3,2,,,Use as teclas WSAD para movimentar o André até a área indicada,False,Block,Normal,,,"SetActive(efeito-porta,true);\nContinue()@Message(Tutorial.PlayerEnterOnDoorZone);",,,,80;386
Tutorial_2_4,2,4,3,2,,,Excelente!,False,Block,Normal,,,,,,,120;288
Tutorial_2_6,2,6,3,2,,,"Agora, aperte E olhando para a porta para abri-la",False,Block,Normal,,,"SetActive(efeito-porta,false)@Message(Tutorial.DoorOpen);",,,,80;470
Tutorial_2_7,2,7,3,2,,,Muito bem!,False,Block,Normal,,,,,,,80;554
Pai_3_0,3,0,4,4,START,,,False,Block,Normal,,,None(),,,,392;50
André_3_6,3,6,1,4,,,Nossa! Posso brincar com ele? [auto],False,Block,Normal,,,"AudioWait(entrytag);\nAnimatorPlay(Falando, Andre, 0.5);\nrequired AnimatorPlay(Parado, Andre, 0.5)@{{end}}",,,,456;216
Pai_3_7,3,7,4,1,,,"Que ideia! Com escorpião não se brinca, é perigoso demais. Pra pegar a gente só usa um pote assim ou uma pinça bem grande, nunca coloca a mão.",False,Block,Normal,,,"required AudioWait(entrytag);\nAnimatorPlay(Head Nod Yes, Andre, 0.4)@0.4;\nAnimatorPlay(Talking,  Father, 0.4);\nrequired SetActive(copo, true)@9;\nrequired AnimatorPlay(Parado, Andre, 0.5)@{{end}};\nrequired AnimatorPlay(Idle, Father, 0.5)@{{end}};",,,,392;302
André_3_8,3,8,1,4,,,Mas por que não pode chegar perto? [auto],False,Block,Normal,,,"AudioWait(entrytag);\nAnimatorPlay(Falando, Andre, 0.5);\nrequired AnimatorPlay(Parado, Andre, 0.5)@{{end}};",,,,392;386
Pai_3_9,3,9,4,1,,,"Eles podem ser pequenos como uma tampinha, mas a picada tem veneno e dói demais! Como são amarelados e bem espertos, eles se escondem no meio de entulho e costumam sair de noite. Pra uma criança então, o veneno é bem perigoso.",False,Block,Normal,,,"required AudioWait(entrytag); \nAnimatorPlay(Talking, Father,0.5);\nSetActive(copo, false);\nrequired AnimatorPlay(Idle, Father, 0.5)@{{end}};",,\n,,432;480
André_3_10,3,10,1,4,,,"Caramba, sério?",False,Block,Normal,,,"AudioWait(entrytag);\nAnimatorPlay(Falando, Andre, 0.5);\nrequired AnimatorPlay(Parado, Andre, 0.5)@{{end}};",,,,456;552
Pai_3_11,3,11,4,1,,,"Muito sério! Então se você vir um em qualquer lugar, saia de perto rapidinho e chame um adulto na mesma hora. Combinado?",False,Block,Normal,,,"AudioWait(entrytag);\nAnimatorPlay(Talking, Father,0.5);\nAnimatorPlay(Assustado, Andre, 0.5)@0.2;\nrequired AnimatorPlay(Parado, Andre, 0.5)@{{end}};\nrequired AnimatorPlay(Idle, Father, 0.5)@{{end}};\nSetActive(escorpiao-effect, false);",,,,392;638
André_3_12,3,12,1,4,,,"Combinado, pai...",False,Block,Normal,,EntregarMacas(10),"AudioWait(entrytag); AnimatorPlay(Head Nod Yes, Andre, 0.5);\nrequired AnimatorPlay(Parado, Andre, 0.5)@{{end}};",,,,392;722
Pai_3_13,3,13,4,1,,,"Ótimo. Então me tira uma dúvida: se você ou algum amiguinho tomar uma picada de escorpião, qual é a primeira coisa que a gente tem que fazer?",False,Block,Normal,,,"AudioWait(entrytag); AnimatorPlay(Talking,  Father, 0.5);\nrequired AnimatorPlay(Idle, Father, 0.5)@{{end}};",,,cbc3dbad-c903-4efb-94da-cd42906fae47,392;806
Pai_3_14,3,14,4,1,,,"Filho! olha o que eu acabei de achar no seu quarto, é um escorpião!",False,Block,Normal,,AllowMovement(false);,"required CinemachinePriority(CutsceneCamera, 999, cut);\nAudioWait(entrytag);\nAnimatorPlay(Talking, Father,0.3)@0.2;\nrequired SetActive(escorpiao-effect, true);\nrequired SetActive(Father, true); \nrequired SetActive(trigger,false);\nrequired MoveTo(posicao_escorpiao_cutscene, escorpiao-effect, 4)@1;\nrequired AnimatorPlay(Idle, Father , 0.5)@{{end}};",,,{{omit}},392;134
André_3_15,3,15,1,4,,,Colocar bastante gelo em cima da picada,False,Block,Normal,,RemoverMacas(10),"AudioWait(entrytag); AnimatorPlay(Falando, Andre, 0.5);\nrequired AnimatorPlay(Parado, Andre, 0.5)@{{end}};",,{{omit}},{{omit}},184;890
André_3_16,3,16,1,4,,,Sair correndo pra um hospital ou pronto-socorro.,False,Block,Normal,,EntregarMacas(10),"AudioWait(entrytag); AnimatorPlay(Falando, Andre, 0.5);\nrequired AnimatorPlay(Parado, Andre, 0.5)@{{end}};",,{{omit}},{{omit}},456;888
André_3_17,3,17,1,4,,,Passar uma pomada para picada,False,Block,Normal,,RemoverMacas(10),"AudioWait(entrytag); AnimatorPlay(Falando, Andre, 0.5);\nrequired AnimatorPlay(Parado, Andre, 0.5)@{{end}};",,{{omit}},{{omit}},648;888
Pai_3_18,3,18,4,1,,,"Nada disso. É melhor não colocar nada em cima da picada. O certo é correr direto pra um hospital ou pronto-socorro.",False,Block,Normal,,,"required AudioWait(entrytag); \nrequired AnimatorPlay(Talking, Father, 0.1);\n",,,{{omit}},184;974
Pai_3_19,3,19,4,1,,,"Isso mesmo! Tem que ir voando pro hospital mais perto pra ser socorrido logo, e é melhor um Pronto Socorro ou Hospital mesmo, ao invés do postinho de saúde menor.",False,Block,Normal,,,"required AudioWait(entrytag);\nrequired AnimatorPlay(Talking, Father , 0.5);\nrequired AnimatorPlay(Idle, Father, 0.5)@{{end}};",,{{omit}},{{omit}},528;960
Pai_3_20,3,20,4,1,,,"Exato! Só que no desespero de uma picada, às vezes a gente demora a achar um hospital grande na internet. Você acha melhor a gente continuar procurando ou parar no primeiro pronto-socorro que ver na frente?",False,Block,Normal,,,"required AudioWait(entrytag); AnimatorPlay(Talking, Father, 0.5);\nrequired AnimatorPlay(Idle, Father)@{{end}};",,,{{omit}},184;1058
André_3_21,3,21,1,4,,,"Parar no primeiro lugar, claro! Lá eles já dão os primeiros socorros.",False,Block,Normal,,EntregarMacas(10),"required AudioWait(entrytag); \nAnimatorPlay(Falando, Andre , 0.5);\nrequired AnimatorPlay(Parado, Andre, )@{{end}};",,{{omit}},{{omit}},80;1142
André_3_22,3,22,1,4,,,"Continuar procurando. Não adianta nada ir num lugar que não resolve tudo.",False,Block,Normal,,RemoverMacas(10);,"required AudioWait(entrytag);\n AnimatorPlay(Falando, Andre , 0.5);\nrequired AnimatorPlay(Parado, Andre, )@{{end}};",,{{omit}},{{omit}},288;1142
Pai_3_23,3,23,4,1,,,"Não tem erro! É isso aí.",False,Block,Normal,,,"AudioWait(entrytag); AnimatorPlay(Talking, Father, 0.5);\nAnimatorPlay(Head Nod Yes,Andre , 0.5);\nrequired AnimatorPlay(Idle, Father)@{{end}};",,{{omit}},{{omit}},80;1226
Pai_3_24,3,24,4,1,,,"Não, aí você errou.",False,Block,Normal,,,"AudioWait(entrytag); AnimatorPlay(Talking, Father, 0.5);\nAnimatorPlay(Head Nod Yes,Andre , 0.5);\nrequired AnimatorPlay(Idle, Father)@{{end}};",,{{omit}},{{omit}},288;1226
Pai_3_25,3,25,4,1,,,"Quando se trata de escorpião, o relógio corre contra a gente, principalmente com criança! Tem que chegar num hospital em no máximo 1h30. Lá eles dão os primeiros socorros e já mandam o mais rápido possível pro hospital principal de ambulância.",False,Block,Normal,,"ShowAlert(""Guarde seus brinquedos!"");\nSetQuestEntryState(""Quest1"", 1, ""success"");\nSetQuestEntryState(""Quest1"", 2, ""active"")","required AudioWait(entrytag);\nrequired CinemachinePriority(CutsceneCamera, 0, cut)@{{end}};\nrequired SetActive(Cutscene: André encontra com o escorpião, false)@{{end}};\nrequired SetActive(Father, false)@{{end}};\nrequired AnimatorPlay(Parado, Andre)@{{end}};",,{{omit}},{{omit}},72;1296
André_3_26,3,26,1,4,,,,False,Block,Normal,,"AllowMovement(true);\nShowAlert(""Guarde os seus brinquedos!"");",,,{{omit}},{{omit}},96;1392
André_4_0,4,0,1,7,START,,,False,Block,Normal,,,None(),,,,184;50
Paulo_4_1,4,1,7,1,,,"Bom dia, meu jovem! Acabou de se mudar aqui pro lado, né? Eu sou o Paulo, seu vizinho.",False,Block,Normal,"CurrentQuestEntryState(""Quest2"", 2) == ""unassigned""  ",AllowMovement(false);,AudioWait(entrytag);\nAnimatorTrigger(Conversar);\nrequired AnimatorTrigger(Conversar)@{{end}};,,,,72;120
André_4_2,4,2,1,7,,,"Oi, seu Paulo! Sim, chegamos agorinha. E dá pra acreditar que acabei de achar um escorpião no meu quarto? [auto]",False,Block,Normal,,"SetQuestEntryState(""Quest2"", 1, ""success"");","AudioWait(entrytag);\nAnimatorTrigger(conversar, , pararDeFalar);\nrequired AnimatorTrigger(pararDeFalar, , conversar)@{{end}};",,,,80;218
Paulo_4_3,4,3,7,1,,,"Vixe, é mesmo? Tem muito bicho desses por aqui ultimamente, viu? A turma toda do bairro anda reclamando. E olha, o perigo é grande, já teve gente indo pro hospital.",False,Block,Normal,,,AudioWait(entrytag);\nAnimatorTrigger(Conversar);\nrequired AnimatorTrigger(Conversar)@{{end}};,,,,80;302
André_4_4,4,4,1,7,,,Meu pai avisou pra tomar cuidado... Mas por que tem tanto escorpião por aqui? [auto],False,Block,Normal,,,"AudioWait(entrytag);\nAnimatorTrigger(conversar, , pararDeFalar);\nrequired AnimatorTrigger(pararDeFalar, , conversar)@{{end}};",,,,80;386
